,id,usingOptaId,imageUrl,pageUrl,shirt,isHomeTeam,timeSubbedOn,timeSubbedOff,usualPosition,positionRow,role,events,name.firstName,name.lastName,events.sub.subbedOut,match_id,teamid,events.as,events.g,minutesPlayed,shotmap,stats,rating.num,rating.bgcolor,rating.isTop.isTopRating,rating.isTop.isMatchFinished,fantasyScore.bgcolor,teamData.home.id,teamData.home.color,teamData.away.id,teamData.away.color,events.ycrc,events.yc,events.rc,events.og
2,164694,False,https://images.fotmob.com/image_resources/playerimages/164694.png,/players/164694/victor-bernárdez,5,False,,,1,1,Defender,,Victor,Bernárdez,,2161904,6603.0,,,,,,,,,,,,,,,,,,1.0
3,70319,False,https://images.fotmob.com/image_resources/playerimages/70319.png,/players/70319/marvell-wynne,4,False,,,1,1,Defender,,Marvell,Wynne,,2161904,6603.0,,,,,,,,,,,,,,,,,,
0,254996,False,https://images.fotmob.com/image_resources/playerimages/254996.png,/players/254996/david-bingham,1,False,,,0,0,Keeper,,David,Bingham,,2161904,6603.0,,,,,,,,,,,,,,,,,,
0,70336,False,https://images.fotmob.com/image_resources/playerimages/70336.png,/players/70336/nick-rimando,18,True,,,0,0,Keeper,,Nick,Rimando,,2161905,6606.0,,,,,,,,,,,,,,,,,,
0,116000,False,https://images.fotmob.com/image_resources/playerimages/116000.png,/players/116000/tony-beltran,2,True,,,1,1,Defender,,Tony,Beltran,,2161905,6606.0,,,,,,,,,,,,,,,,,,
1,565981,False,https://images.fotmob.com/image_resources/playerimages/565981.png,/players/565981/justin-glad,15,True,,,1,1,Defender,,Justin,Glad,,2161905,6606.0,,,,,,,,,,,,,,,,,,
2,309792,False,https://images.fotmob.com/image_resources/playerimages/309792.png,/players/309792/aaron-maund,21,True,,,1,1,Defender,,Aaron,Maund,,2161905,6606.0,,,,,,,,,,,,,,,,,,
3,69466,False,https://images.fotmob.com/image_resources/playerimages/69466.png,/players/69466/chris-wingert,16,True,,73.0,1,1,Defender,,Chris,Wingert,73.0,2161905,6606.0,,,,,,,,,,,,,,,,,,
0,75250,False,https://images.fotmob.com/image_resources/playerimages/75250.png,/players/75250/sunny,8,True,,84.0,2,3,Midfielder,,,Sunny,84.0,2161905,6606.0,,,,,,,,,,,,,,,,,,
1,525131,False,https://images.fotmob.com/image_resources/playerimages/525131.png,/players/525131/luke-mulholland,19,True,,64.0,2,3,Midfielder,,Luke,Mulholland,64.0,2161905,6606.0,,,,,,,,,,,,,,,,,,
2,49552,False,https://images.fotmob.com/image_resources/playerimages/49552.png,/players/49552/kyle-beckerman,5,True,,,2,3,Midfielder,,Kyle,Beckerman,,2161905,6606.0,,,,,,,,,,,,,,,,,,
0,245586,False,https://images.fotmob.com/image_resources/playerimages/245586.png,/players/245586/juan-manuel-martinez,7,True,,,3,5,Attacker,,Juan Manuel,Martinez,,2161905,6606.0,,,,,,,,,,,,,,,,,,
1,69979,False,https://images.fotmob.com/image_resources/playerimages/69979.png,/players/69979/yura-movsisyan,14,True,,,3,5,Attacker,,Yura,Movsisyan,,2161905,6606.0,,,,,,,,,,,,,,,,,,
2,215423,False,https://images.fotmob.com/image_resources/playerimages/215423.png,/players/215423/joao-plata,10,True,,,3,5,Attacker,,Joao,Plata,,2161905,6606.0,,1.0,,,,,,,,,,,,,,,,
0,436073,False,https://images.fotmob.com/image_resources/playerimages/436073.png,/players/436073/luis-solignac,21,False,,,3,5,Attacker,,Luis,Solignac,,2161905,8314.0,,,,,,,,,,,,,,,,,,
0,41726,False,https://images.fotmob.com/image_resources/playerimages/41726.png,/players/41726/shkelzen-gashi,11,False,,,2,3,Midfielder,,Shkelzen,Gashi,,2161905,8314.0,,,,,,,,,,,,,,,,,,
1,431655,False,https://images.fotmob.com/image_resources/playerimages/431655.png,/players/431655/dillon-powers,8,False,,79.0,2,3,Midfielder,,Dillon,Powers,79.0,2161905,8314.0,,,,,,,,,,,,,,,,,,
2,111199,False,https://images.fotmob.com/image_resources/playerimages/111199.png,/players/111199/marco-pappa,10,False,,,2,3,Midfielder,,Marco,Pappa,,2161905,8314.0,,,,,,,,,,,,,,,,,,
0,529560,False,https://images.fotmob.com/image_resources/playerimages/529560.png,/players/529560/michael-azira,22,False,,,2,2,Midfielder,,Michael,Azira,,2161905,8314.0,,,,,,,,,,,,,,,,,,
1,168174,False,https://images.fotmob.com/image_resources/playerimages/168174.png,/players/168174/sam-cronin,6,False,,,2,2,Midfielder,,Sam,Cronin,,2161905,8314.0,,,,,,,,,,,,,,,,,,
0,69665,False,https://images.fotmob.com/image_resources/playerimages/69665.png,/players/69665/marc-burch,4,False,,,1,1,Defender,,Marc,Burch,,2161905,8314.0,,,,,,,,,,,,,,,,,,
1,621484,False,https://images.fotmob.com/image_resources/playerimages/621484.png,/players/621484/axel-sjöberg,44,False,,,1,1,Defender,,Axel,Sjöberg,,2161905,8314.0,,,,,,,,,,,,,,,,,,
2,115899,False,https://images.fotmob.com/image_resources/playerimages/115899.png,/players/115899/bobby-burling,23,False,,,1,1,Defender,,Bobby,Burling,,2161905,8314.0,,,,,,,,,,,,,,,,,,
3,525618,False,https://images.fotmob.com/image_resources/playerimages/525618.png,/players/525618/eric-miller,3,False,,,1,1,Defender,,Eric,Miller,,2161905,8314.0,,,,,,,,,,,,,,,,,,
0,254849,False,https://images.fotmob.com/image_resources/playerimages/254849.png,/players/254849/zac-macmath,18,False,,,0,0,Keeper,,Zac,MacMath,,2161905,8314.0,,,,,,,,,,,,,,,,,,
0,254980,False,https://images.fotmob.com/image_resources/playerimages/254980.png,/players/254980/joe-willis,31,True,,,0,0,Keeper,,Joe,Willis,,2161906,8259.0,,,,,,,,,,,,,,,,,,
0,254878,False,https://images.fotmob.com/image_resources/playerimages/254878.png,/players/254878/jalil-anibaba,2,True,,,1,1,Defender,,Jalil,Anibaba,,2161906,8259.0,1.0,,,,,,,,,,,,,,,,,
1,128292,False,https://images.fotmob.com/image_resources/playerimages/128292.png,/players/128292/david-horst,18,True,,,1,1,Defender,,David,Horst,,2161906,8259.0,,,,,,,,,,,,,,,,,,
2,230993,False,https://images.fotmob.com/image_resources/playerimages/230993.png,/players/230993/raul-rodriguez,5,True,,,1,1,Defender,,Raul,Rodriguez,,2161906,8259.0,,,,,,,,,,,,,,,,,,
3,38837,False,https://images.fotmob.com/image_resources/playerimages/38837.png,/players/38837/damarcus-beasley,7,True,,,1,1,Defender,,DaMarcus,Beasley,,2161906,8259.0,,,,,,,,,,,,,,,,,,
0,8797,False,https://images.fotmob.com/image_resources/playerimages/8797.png,/players/8797/alex,14,True,,,2,2,Midfielder,,,Alex,,2161906,8259.0,,,,,,,,,,,,,,,,,,
1,49550,False,https://images.fotmob.com/image_resources/playerimages/49550.png,/players/49550/ricardo-a.-clark,13,True,,,2,2,Midfielder,,Ricardo A.,Clark,,2161906,8259.0,,,,,,,,,,,,,,,,,,
0,308040,False,https://images.fotmob.com/image_resources/playerimages/308040.png,/players/308040/andrew-wenger,11,True,,75,2,3,Midfielder,,Andrew,Wenger,75.0,2161906,8259.0,,,,,,,,,,,,,,,,,,
1,114339,False,https://images.fotmob.com/image_resources/playerimages/114339.png,/players/114339/cristian-maidana,8,True,,67,2,3,Midfielder,,Cristian,Maidana,67.0,2161906,8259.0,,,,,,,,,,,,,,,,,,
2,23019,False,https://images.fotmob.com/image_resources/playerimages/23019.png,/players/23019/giles-barnes,10,True,,90,2,3,Midfielder,,Giles,Barnes,90.0,2161906,8259.0,,1.0,,,,,,,,,,,,,,,,
0,254828,False,https://images.fotmob.com/image_resources/playerimages/254828.png,/players/254828/will-bruin,12,True,,,3,5,Attacker,,Will,Bruin,,2161906,8259.0,,,,,,,,,,,,,,,,,,
0,42873,False,https://images.fotmob.com/image_resources/playerimages/42873.png,/players/42873/andreas-ivanschitz,23,False,,,3,5,Attacker,,Andreas,Ivanschitz,,2161906,130394.0,,,,,,,,,,,,,,,,,,
1,578643,False,https://images.fotmob.com/image_resources/playerimages/578643.png,/players/578643/jordan-morris,13,False,,79.0,3,5,Attacker,,Jordan,Morris,79.0,2161906,130394.0,,,,,,,,,,,,,,,,,,
2,525649,False,https://images.fotmob.com/image_resources/playerimages/525649.png,/players/525649/aaron-kovar,11,False,,63.0,3,5,Attacker,,Aaron,Kovar,63.0,2161906,130394.0,,,,,,,,,,,,,,,,,,
0,621946,False,https://images.fotmob.com/image_resources/playerimages/621946.png,/players/621946/cristian-roldan,7,False,,,2,3,Midfielder,,Cristian,Roldan,,2161906,130394.0,,,,,,,,,,,,,,,,,,
1,30956,False,https://images.fotmob.com/image_resources/playerimages/30956.png,/players/30956/clint-dempsey,2,False,,,2,3,Midfielder,,Clint,Dempsey,,2161906,130394.0,,,,,,,,,,,,,,,,,,
2,168050,False,https://images.fotmob.com/image_resources/playerimages/168050.png,/players/168050/osvaldo-alonso,6,False,,,2,3,Midfielder,,Osvaldo,Alonso,,2161906,130394.0,,,,,,,,,,,,,,,,,,
0,529758,False,https://images.fotmob.com/image_resources/playerimages/529758.png,/players/529758/joevin-jones,33,False,,71.0,1,1,Defender,,Joevin,Jones,71.0,2161906,130394.0,,,,,,,,,,,,,,,,,,
1,69676,False,https://images.fotmob.com/image_resources/playerimages/69676.png,/players/69676/chad-marshall,14,False,,,1,1,Defender,,Chad,Marshall,,2161906,130394.0,,1.0,,,,,,,,,,,,,,,,
2,69666,False,https://images.fotmob.com/image_resources/playerimages/69666.png,/players/69666/brad-evans,3,False,,,1,1,Defender,,Brad,Evans,,2161906,130394.0,,,,,,,,,,,,,,,,,,
3,34230,False,https://images.fotmob.com/image_resources/playerimages/34230.png,/players/34230/tyrone-mears,4,False,,,1,1,Defender,,Tyrone,Mears,,2161906,130394.0,,,,,,,,,,,,,,,,,,
0,168176,False,https://images.fotmob.com/image_resources/playerimages/168176.png,/players/168176/stefan-frei,24,False,,,0,0,Keeper,,Stefan,Frei,,2161906,130394.0,,,,,,,,,,,,,,,,,,
0,154962,False,https://images.fotmob.com/image_resources/playerimages/154962.png,/players/154962/josh-saunders,12,True,,,0,0,Keeper,,Josh,Saunders,,2161907,546238.0,,,90.0,,"[{'title': 'Top stats', 'stats': {'FotMob rating': 6.93, 'Minutes played': 90, 'Saves': 0, 'Goals': 0, 'Goals conceded': 0, 'Accurate passes': '35/44 (80%)', 'Accurate long balls': '8/17 (47%)', 'Diving save': 0, 'Saves inside box': 0, 'Acted as sweeper': 0, 'Punches': 1, 'Throws': 8, 'High claim': 0, 'Recoveries': 11, 'Touches': 0}}]",6.9,#1ec853,False,True,purple,546238.0,#7eafda,546238.0,#182050,,,,
0,33025,False,https://images.fotmob.com/image_resources/playerimages/33025.png,/players/33025/andoni-iraola,51,True,,,1,1,Defender,,Andoni,Iraola,,2161907,546238.0,,,90.0,,"[{'title': 'Top stats', 'stats': {'FotMob rating': 7.08, 'Minutes played': 90, 'Goals': 0, 'Assists': 0, 'Total shots': 0, 'Accurate passes': '35/42 (83%)', 'Key passes': 0}}, {'title': 'Attack', 'stats': {'Successful dribbles': '0/2 (0%)', 'Accurate long balls': '1/2 (50%)', 'Corners': 1, 'Dispossessed': 0}}, {'title': 'Defence', 'stats': {'Tackles won': '4/4 (100%)', 'Clearances': 2, 'Recoveries': 4}}, {'title': 'Duels', 'stats': {'Ground duels won': '4/7 (57%)', 'Aerial duels won': '1/1 (100%)', 'Was fouled': 0, 'Fouls committed': 1}}]",7.1,#1ec853,False,True,purple,546238.0,#7eafda,546238.0,#182050,,,,
1,149334,False,https://images.fotmob.com/image_resources/playerimages/149334.png,/players/149334/fredric-brillant,13,True,,,1,1,Defender,,Fredric,Brillant,,2161907,546238.0,,,90.0,,"[{'title': 'Top stats', 'stats': {'FotMob rating': 7.99, 'Minutes played': 90, 'Goals': 0, 'Assists': 0, 'Total shots': 0, 'Accurate passes': '47/64 (73%)', 'Key passes': 0}}, {'title': 'Attack', 'stats': {'Accurate long balls': '8/12 (67%)', 'Dispossessed': 0}}, {'title': 'Defence', 'stats': {'Tackles won': '4/4 (100%)', 'Clearances': 8, 'Interceptions': 4, 'Recoveries': 7}}, {'title': 'Duels', 'stats': {'Ground duels won': '4/5 (80%)', 'Aerial duels won': '4/5 (80%)', 'Was fouled': 0, 'Fouls committed': 1}}]",8.0,#1ec853,False,True,purple,546238.0,#7eafda,546238.0,#182050,,,,
2,69652,False,https://images.fotmob.com/image_resources/playerimages/69652.png,/players/69652/jason-hernandez,2,True,,,1,1,Defender,,Jason,Hernandez,,2161907,546238.0,,,90.0,,"[{'title': 'Top stats', 'stats': {'FotMob rating': 7.78, 'Minutes played': 90, 'Goals': 0, 'Assists': 0, 'Total shots': 0, 'Accurate passes': '51/63 (81%)', 'Key passes': 0}}, {'title': 'Attack', 'stats': {'Accurate long balls': '7/12 (58%)', 'Dispossessed': 0}}, {'title': 'Defence', 'stats': {'Tackles won': '3/5 (60%)', 'Clearances': 4, 'Interceptions': 4, 'Recoveries': 4}}, {'title': 'Duels', 'stats': {'Ground duels won': '6/6 (100%)', 'Aerial duels won': 0, 'Was fouled': 1, 'Fouls committed': 0}}]",7.8,#1ec853,False,True,purple,546238.0,#7eafda,546238.0,#182050,,,,
3,498045,False,https://images.fotmob.com/image_resources/playerimages/498045.png,/players/498045/ronald-matarrita,22,True,,,2,1,Midfielder,,Ronald,Matarrita,,2161907,546238.0,,,90.0,,"[{'title': 'Top stats', 'stats': {'FotMob rating': 6.87, 'Minutes played': 90, 'Goals': 0, 'Assists': 0, 'Total shots': 1, 'Shotmap': True, 'Accurate passes': '40/44 (91%)', 'Key passes': 0}}, {'title': 'Attack', 'stats': {'Shot accuracy': '1/1 (100%)', 'Successful dribbles': '2/2 (100%)', 'Accurate crosses': '0/9 (0%)', 'Accurate long balls': '2/3 (67%)', 'Dispossessed': 0}}, {'title': 'Defence', 'stats': {'Tackles won': '2/2 (100%)', 'Clearances': 2, 'Interceptions': 1, 'Recoveries': 7}}, {'title': 'Duels', 'stats': {'Ground duels won': '4/10 (40%)', 'Aerial duels won': '0/2 (0%)', 'Was fouled': 0, 'Fouls committed': 4}}]",6.9,#f08022,False,True,purple,546238.0,#7eafda,546238.0,#182050,,,,
0,122055,False,https://images.fotmob.com/image_resources/playerimages/122055.png,/players/122055/mikkel-diskerud,10,True,,90.0,2,3,Midfielder,,Mikkel,Diskerud,90.0,2161907,546238.0,,,89.0,,"[{'title': 'Top stats', 'stats': {'FotMob rating': 6.45, 'Minutes played': 89, 'Goals': 0, 'Assists': 0, 'Total shots': 2, 'Shotmap': True, 'Accurate passes': '28/36 (78%)', 'Key passes': 1}}, {'title': 'Attack', 'stats': {'Shot accuracy': '1/2 (50%)', 'Successful dribbles': '0/1 (0%)', 'Accurate crosses': '0/1 (0%)', 'Accurate long balls': '3/5 (60%)', 'Dispossessed': 0}}, {'title': 'Defence', 'stats': {'Tackles won': '0/1 (0%)', 'Interceptions': 2, 'Recoveries': 6}}, {'title': 'Duels', 'stats': {'Ground duels won': '3/6 (50%)', 'Aerial duels won': '0/3 (0%)', 'Was fouled': 2, 'Fouls committed': 0}}]",6.5,#f08022,False,True,purple,546238.0,#7eafda,546238.0,#182050,,,,
1,30731,False,https://images.fotmob.com/image_resources/playerimages/30731.png,/players/30731/andrea-pirlo,21,True,,72.0,2,3,Midfielder,,Andrea,Pirlo,72.0,2161907,546238.0,,,72.0,,"[{'title': 'Top stats', 'stats': {'FotMob rating': 6.91, 'Minutes played': 72, 'Goals': 0, 'Assists': 0, 'Total shots': 0, 'Accurate passes': '25/34 (74%)', 'Key passes': 2}}, {'title': 'Attack', 'stats': {'Successful dribbles': '1/1 (100%)', 'Accurate crosses': '0/1 (0%)', 'Accurate long balls': '2/4 (50%)', 'Dispossessed': 0}}, {'title': 'Defence', 'stats': {'Tackles won': '1/2 (50%)', 'Interceptions': 2, 'Recoveries': 4}}, {'title': 'Duels', 'stats': {'Ground duels won': '4/8 (50%)', 'Aerial duels won': '1/2 (50%)', 'Was fouled': 1, 'Fouls committed': 2}}]",6.9,#1ec853,False,True,purple,546238.0,#7eafda,546238.0,#182050,,,,
2,526485,False,https://images.fotmob.com/image_resources/playerimages/526485.png,/players/526485/thomas-mcnamara,15,True,,,2,3,Midfielder,,Thomas,McNamara,,2161907,546238.0,,,90.0,,"[{'title': 'Top stats', 'stats': {'FotMob rating': 6.45, 'Minutes played': 90, 'Goals': 0, 'Assists': 0, 'Total shots': 2, 'Shotmap': True, 'Accurate passes': '38/44 (86%)', 'Key passes': 2}}, {'title': 'Attack', 'stats': {'Shot accuracy': '1/2 (50%)', 'Successful dribbles': '1/4 (25%)', 'Accurate crosses': '0/2 (0%)', 'Accurate long balls': '2/2 (100%)', 'Dispossessed': 1}}, {'title': 'Defence', 'stats': {'Tackles won': '0/1 (0%)', 'Clearances': 2, 'Recoveries': 3}}, {'title': 'Duels', 'stats': {'Ground duels won': '4/11 (36%)', 'Aerial duels won': '0/2 (0%)', 'Was fouled': 2, 'Fouls committed': 2}}]",6.5,#f08022,False,True,purple,546238.0,#7eafda,546238.0,#182050,,,,
0,280758,False,https://images.fotmob.com/image_resources/playerimages/280758.png,/players/280758/stiven-mendoza,9,True,,,3,5,Attacker,,Stiven,Mendoza,,2161907,546238.0,,,90.0,,"[{'title': 'Top stats', 'stats': {'FotMob rating': 6.17, 'Minutes played': 90, 'Goals': 0, 'Assists': 0, 'Total shots': 5, 'Shotmap': True, 'Accurate passes': '27/36 (75%)', 'Key passes': 3}}, {'title': 'Attack', 'stats': {'Shot accuracy': '0/2 (0%)', 'Blocked shots': 3, 'Accurate crosses': '0/1 (0%)', 'Accurate long balls': '2/2 (100%)', 'Dispossessed': 3}}, {'title': 'Defence', 'stats': {'Tackles won': '1/2 (50%)', 'Recoveries': 6}}, {'title': 'Duels', 'stats': {'Ground duels won': '3/8 (38%)', 'Aerial duels won': '0/1 (0%)', 'Was fouled': 1, 'Fouls committed': 2}}]",6.2,#f08022,False,True,purple,546238.0,#7eafda,546238.0,#182050,,,,
1,119437,False,https://images.fotmob.com/image_resources/playerimages/119437.png,/players/119437/patrick-mullins,14,True,,66.0,3,5,Attacker,,Patrick,Mullins,66.0,2161907,546238.0,,,66.0,,"[{'title': 'Top stats', 'stats': {'FotMob rating': 5.67, 'Minutes played': 66, 'Goals': 0, 'Assists': 0, 'Total shots': 1, 'Shotmap': True, 'Accurate passes': '10/14 (71%)', 'Key passes': 1}}, {'title': 'Attack', 'stats': {'Shot accuracy': '0/1 (0%)', 'Accurate long balls': '2/2 (100%)', 'Offsides': 1, 'Dispossessed': 5}}, {'title': 'Defence', 'stats': {'Tackles won': '1/1 (100%)', 'Recoveries': 1}}, {'title': 'Duels', 'stats': {'Ground duels won': '2/8 (25%)', 'Aerial duels won': '3/3 (100%)', 'Was fouled': 2, 'Fouls committed': 1}}]",5.7,#f08022,False,True,purple,546238.0,#7eafda,546238.0,#182050,,,,
2,30909,False,https://images.fotmob.com/image_resources/playerimages/30909.png,/players/30909/david-villa,7,True,,,3,5,Attacker,,David,Villa,,2161907,546238.0,,,90.0,,"[{'title': 'Top stats', 'stats': {'FotMob rating': 7.81, 'Minutes played': 90, 'Goals': 0, 'Assists': 0, 'Total shots': 7, 'Shotmap': True, 'Accurate passes': '16/26 (62%)', 'Key passes': 2}}, {'title': 'Attack', 'stats': {'Shot accuracy': '5/7 (71%)', 'Successful dribbles': '3/7 (43%)', 'Accurate crosses': '0/1 (0%)', 'Accurate long balls': '3/4 (75%)', 'Corners': 1, 'Dispossessed': 2}}, {'title': 'Defence', 'stats': {'Tackles won': '1/3 (33%)', 'Recoveries': 5}}, {'title': 'Duels', 'stats': {'Ground duels won': '8/14 (57%)', 'Aerial duels won': '0/2 (0%)', 'Was fouled': 2, 'Fouls committed': 0}}]",7.8,#1ec853,False,True,purple,546238.0,#7eafda,546238.0,#182050,,,,
0,265619,False,https://images.fotmob.com/image_resources/playerimages/265619.png,/players/265619/gilberto,9,False,,84,3,5,Attacker,,,Gilberto,84.0,2161907,6397.0,,,83.0,,"[{'title': 'Top stats', 'stats': {'FotMob rating': 6.23, 'Minutes played': 83, 'Goals': 0, 'Assists': 0, 'Total shots': 3, 'Shotmap': True, 'Accurate passes': '13/18 (72%)', 'Key passes': 1}}, {'title': 'Attack', 'stats': {'Blocked shots': 3, 'Successful dribbles': '0/1 (0%)', 'Accurate crosses': '0/1 (0%)', 'Offsides': 2, 'Dispossessed': 1}}, {'title': 'Defence', 'stats': {'Tackles won': 0, 'Recoveries': 1}}, {'title': 'Duels', 'stats': {'Ground duels won': '1/3 (33%)', 'Aerial duels won': '2/2 (100%)', 'Was fouled': 1, 'Fouls committed': 0}}]",6.2,#f08022,False,True,purple,546238.0,#7eafda,546238.0,#182050,,,,
0,169566,False,https://images.fotmob.com/image_resources/playerimages/169566.png,/players/169566/kennedy-igboananike,77,False,,,3,3,Attacker,,Kennedy,Igboananike,,2161907,6397.0,,,90.0,,"[{'title': 'Top stats', 'stats': {'FotMob rating': 5.91, 'Minutes played': 90, 'Goals': 0, 'Assists': 0, 'Total shots': 0, 'Accurate passes': '14/19 (74%)', 'Key passes': 2}}, {'title': 'Attack', 'stats': {'Successful dribbles': '0/4 (0%)', 'Accurate crosses': '0/2 (0%)', 'Accurate long balls': '0/1 (0%)', 'Offsides': 2, 'Dispossessed': 4}}, {'title': 'Defence', 'stats': {'Tackles won': '0/2 (0%)', 'Interceptions': 4, 'Recoveries': 3}}, {'title': 'Duels', 'stats': {'Ground duels won': '4/14 (29%)', 'Aerial duels won': 0, 'Was fouled': 2, 'Fouls committed': 2}}]",5.9,#f08022,False,True,purple,546238.0,#7eafda,546238.0,#182050,,,,
1,69762,False,https://images.fotmob.com/image_resources/playerimages/69762.png,/players/69762/rezvan-cocis,30,False,,,2,3,Midfielder,,Rezvan,Cocis,,2161907,6397.0,,,90.0,,"[{'title': 'Top stats', 'stats': {'FotMob rating': 6.86, 'Minutes played': 90, 'Goals': 0, 'Assists': 0, 'Total shots': 1, 'Shotmap': True, 'Accurate passes': '28/32 (88%)', 'Key passes': 0}}, {'title': 'Attack', 'stats': {'Shot accuracy': '0/1 (0%)', 'Successful dribbles': '2/3 (67%)', 'Accurate long balls': '1/1 (100%)', 'Dispossessed': 2}}, {'title': 'Defence', 'stats': {'Tackles won': '2/3 (67%)', 'Clearances': 2, 'Interceptions': 1, 'Recoveries': 5}}, {'title': 'Duels', 'stats': {'Ground duels won': '7/11 (64%)', 'Aerial duels won': '2/7 (29%)', 'Was fouled': 2, 'Fouls committed': 0}}]",6.9,#f08022,False,True,purple,546238.0,#7eafda,546238.0,#182050,,,,
2,69686,False,https://images.fotmob.com/image_resources/playerimages/69686.png,/players/69686/arturo-alvarez,12,False,,59.0,3,3,Attacker,,Arturo,Alvarez,59.0,2161907,6397.0,,,59.0,,"[{'title': 'Top stats', 'stats': {'FotMob rating': 6, 'Minutes played': 59, 'Goals': 0, 'Assists': 0, 'Total shots': 0, 'Accurate passes': '17/24 (71%)', 'Key passes': 1}}, {'title': 'Attack', 'stats': {'Successful dribbles': '1/3 (33%)', 'Accurate crosses': '0/3 (0%)', 'Accurate long balls': '0/4 (0%)', 'Corners': 2, 'Dispossessed': 1}}, {'title': 'Defence', 'stats': {'Tackles won': 0, 'Recoveries': 5}}, {'title': 'Duels', 'stats': {'Ground duels won': '2/8 (25%)', 'Aerial duels won': 0, 'Was fouled': 1, 'Fouls committed': 1}}]",6.0,#f08022,False,True,purple,546238.0,#7eafda,546238.0,#182050,,,,
